"Company Name","Tradestyle","D-U-N-S® Number","Address Line 1","Address Line 2","Address Line 3","City","State Or Province","Postal Code","Country/Region","Phone","Company Email","Fax","URL","Sales (USD)","Pre Tax Profit (USD)","Assets (USD)","Liabilities (USD)","Employees (Single Site)","Employees (Total)","Business Description","Ownership Type","D&B Legal Status Type","Entity Type","Is Headquarters","Ticker","Parent Company","Parent Country/Region","Global Ultimate Company","Global Ultimate Country/Region","D&B Hoovers Industry","US 8-Digit SIC Code","US 8-Digit SIC Description","US SIC 1987 Code","US SIC 1987 Description","NAICS 2022 Code","NAICS 2022 Description","UK SIC 2007 Code","UK SIC 2007 Description","ISIC Rev 4 Code","ISIC Rev 4 Description","NACE Rev 2 Code","NACE Rev 2 Description","ANZSIC 2006 Code","ANZSIC 2006 Description","TPS Flag","Key ID","Source","Direct Marketing Status"
"The Link","Youth Development","033570230","1210 Glenwood Ave","","","Minneapolis","Minnesota","55405-1415","United States","1-612-871-0748","","","http://www.thelinkmn.org","1.3464222E7","","4611928.0","","81","81","The Link is primarily engaged in providing one or more of a wide variety of individual and family social, counseling, welfare, or referral services, including refugee, disaster, and temporary relief services. This industry includes offices of specialists providing counseling, referral, and other social services.","Nonprofit","Corporation","Independent","false","","","","","","Social and Rehabilitation Services","83220000","Individual and family services","8322","Individual and Family Social Services","624190","Other Individual and Family Services","88","Social work activities without accommodation","88","Social work activities without accommodation","88","Social work activities without accommodation","8790","Other Social Assistance Services","false","85922209","D&B","Opts Out of Direct Marketing"
"Girl Scouts Of Minnesota And Wisconsin River Valleys, Inc.","","071493373","400 Robert St S","","","Saint Paul","Minnesota","55107-2214","United States","1-651-227-8835","","","http://www.girlscoutsrv.org","1.6567259E7","","5.6270042E7","","80","81","Girl Scouts Of Minnesota And Wisconsin River Valleys, Inc. is a membership organization engaged in civic, social, or fraternal activities.","Nonprofit","Corporation","Parent","true","","Girl Scouts Of Minnesota And Wisconsin River Valleys, Inc.","United States","Girl Scouts Of Minnesota And Wisconsin River Valleys, Inc.","United States","Associations and Organizations","86410302","Girl Scout organization","8641","Civic, Social, and Fraternal Associations","813410","Civic and Social Organizations","9499","Activities of other membership organisations n.e.c.","9499","Activities of other membership organizations n.e.c.","9499","Activities of other membership organisations n.e.c.","9559","Other Interest Group Services Not Elsewhere Classified","false","45238255","D&B","Opts Out of Direct Marketing"
"JP Ecommerce, Inc.","Bare home","080049587","14744 Hornsby St Ne","","","Columbus","Minnesota","55025-9472","United States","1-888-649-6609","","","http://www.jpecommerce.com","1.6615874999999998E7","","","","80","80","Jp Ecommerce, Inc. is primarily engaged in the retail sale of merchandise by telephone; by house-to-house canvass; or from trucks or wagons or other temporary locations. Included in this industry are individuals who sell products by these methods and who are not employees of the organization which they represent, and establishments which are retail sales offices from which employees operate to sell merchandise from door-to-door.","Private","Corporation","Independent","false","","","","","","Miscellaneous Store Retailers","59630400","Home related products, direct sales","5963","Direct Selling Establishments","449129","All Other Home Furnishings Retailers","4799","Other retail sale not in stores, stalls or markets","4799","Other retail sale not in stores, stalls or markets","4799","Other retail sale not in stores, stalls or markets","4310","Non-Store Retailing","false","194464443","D&B","Has Not Opted Out of Direct Marketing"
"City of Chanhassen","","361984313","7700 Market Blvd","","","Chanhassen","Minnesota","55317-8363","United States","1-952-937-1900","","","http://www.chanhassenmn.gov","2.5477148E7","","2.0169585E8","","70","80","Offices of chief executives and their advisory and interdepartmental committees and commissions.","Public Sector","Corporation","Parent","true","","City of Chanhassen","United States","City of Chanhassen","United States","Executive and Legislature","91110404","Executive offices, Local government","9111","Executive Offices","921110","Executive Offices","8411","General public administration activities","8411","General public administration activities","8411","General public administration activities","75","Public Administration","false","51058587","D&B","Has Not Opted Out of Direct Marketing"
"JEM Technical Marketing Co., Inc.","JEM Technical","139245237","550 N Old Crystal Bay Rd","","","Long Lake","Minnesota","55356-5612","United States","1-952-473-5012","","","http://www.jemtechnical.com","2.3439421E7","","","","80","80","Jem Technical Marketing Co., Inc. is primarily engaged in the wholesale distribution of industrial supplies, not elsewhere classified.","Private","Corporation","Independent","false","","","","","","Machinery Wholesale","50850303","Valves and fittings","5085","Industrial Supplies","423830","Industrial Machinery and Equipment Merchant Wholesalers","4669","Wholesale of other machinery and equipment","4659","Wholesale of other machinery and equipment","4674","Wholesale of hardware, plumbing and heating equipment and supplies","3419","Other Specialised Industrial Machinery and Equipment Wholesaling","false","45770109","D&B","Has Not Opted Out of Direct Marketing"
"Birchwood Laboratories LLC","","096488432","7900 Fuller Rd","","","Eden Prairie","Minnesota","55344-2138","United States","1-952-937-7900","","","http://www.birchwoodlaboratories.com","2.4329424E7","","","","80","80","Birchwood Laboratories Llc is primarily engaged in manufacturing miscellaneous chemical preparations, not elsewhere classified, such as fatty acids, essential oils, gelatin (except vegetable), sizes, bluing, laundry sours, writing and stamp pad ink, industrial compounds, such as boiler and heat insulating compounds, metal, oil, and water-treating compounds, waterproofing compounds, and chemical supplies for foundries.","Private","Corporation","Independent","false","","","","","","Miscellaneous Chemical Manufacturing","28999924","Gun slushing compounds","2899","Chemicals and Chemical Preparations, Not Elsewhere Classified","325998","All Other Miscellaneous Chemical Product and Preparation Manufacturing","2059","Manufacture of other chemical products n.e.c.","2029","Manufacture of other chemical products n.e.c.","2059","Manufacture of other chemical products n.e.c.","1899","Other Basic Chemical Product Manufacturing Not Elsewhere Classified","false","242543","D&B","Has Not Opted Out of Direct Marketing"
"Daily Printing, Inc.","","006254585","2333 Niagara Ln N","","","Minneapolis","Minnesota","55447-4712","United States","1-763-475-2333","","","http://www.dailyprinting.com","1.1155916E7","","","","80","80","Daily Printing, Inc. is primarily engaged in printing by the lithographic process. The greater part of the work in this industry is performed on a job or custom basis; but in some cases lithographed calendars, maps, posters, decalcomanias, or other products are made for sale. Offset printing, photo-offset printing, and photolithographing are also included in this industry.","Private","Corporation","Independent","false","","","","","","Printing","27520101","Offset printing","2752","Commercial Printing, Lithographic","323111","Commercial Printing (except Screen and Books)","18129","Printing (other than printing of newspapers and printing on labels and tags) n.e.c.","1811","Printing","1812","Other printing","1611","Printing","false","44408245","D&B","Has Not Opted Out of Direct Marketing"
"ST. JOSEPH BANCSHARES ACQUISITIONS, INC.","","800456829","400 4Th Ave Ne","","","Saint Joseph","Minnesota","56374-8644","United States","1-320-363-7721","","","http://www.mysentrybank.com","2.8775999E7","","","","","80","St. Joseph Bancshares Acquisitions, Inc. is primarily engaged in holding or owning the securities of banks for the sole purpose of exercising some degree of control over the activities of bank companies whose securities they hold.","Private","Corporation","Parent","true","","ST. JOSEPH BANCSHARES ACQUISITIONS, INC.","United States","ST. JOSEPH BANCSHARES ACQUISITIONS, INC.","United States","Holding Companies","67120000","Bank holding companies","6712","Offices of Bank Holding Companies","551111","Offices of Bank Holding Companies","64205","Activities of financial services holding companies","6420","Activities of holding companies","6420","Activities of holding companies","6240","Financial Asset Investing","false","105163517","D&B","Has Not Opted Out of Direct Marketing"
"Catallia Mexican Foods LLC","","621237481","2965 Lone Oak Cir","","","Eagan","Minnesota","55121-1425","United States","1-651-647-6808","","","http://www.catallia.com","4.8572525E7","","","","80","80","Catallia Mexican Foods Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut butter; packaged tea, including instant; ground spices; and vinegar and cider. Also This also includes manufacturing dry preparations, except flour mixes, consisting of pasta, rice, potatoes, textured vegetable protein, and similar products which are packaged with other ingredients to be prepared and cooked by the consumer.","Private","Corporation","Independent","false","","","","","","Food Manufacturing","20999919","Tortillas, fresh or refrigerated","2099","Food Preparations, Not Elsewhere Classified","311830","Tortilla Manufacturing","1089","Manufacture of other food products n.e.c.","1079","Manufacture of other food products n.e.c.","1089","Manufacture of other food products n.e.c.","1199","Other Food Product Manufacturing Not Elsewhere Classified","false","90759403","D&B","Has Not Opted Out of Direct Marketing"
"Lieberman Companies, Inc.","Viking Vending, Viking Vending Of Wisconsin, American Amusement Arcade, American Amusement Arcades","008862898","9549 Penn Ave S","","","Bloomington","Minnesota","55431-2596","United States","1-952-887-5299","","","http://www.liebermancompanies.com","2.3330095E7","","","","65","80","Lieberman Companies, Inc. is primarily engaged in the wholesale distribution of equipment and supplies for barber shops, beauty parlors, power laundries, drycleaning plants, upholsterers, undertakers, and related personal service establishments.","Private","Corporation","Parent","true","","Lieberman Companies, Inc.","United States","Lieberman Companies, Inc.","United States","Machinery Wholesale","50879913","Vending machines and supplies","5087","Service Establishment Equipment and Supplies","423850","Service Establishment Equipment and Supplies Merchant Wholesalers","4669","Wholesale of other machinery and equipment","4659","Wholesale of other machinery and equipment","4690","Non-specialised wholesale trade","3419","Other Specialised Industrial Machinery and Equipment Wholesaling","false","42918329","D&B","Has Not Opted Out of Direct Marketing"
